VA_f_0,cupy,131072,1717987,16,random,0.000520453555509448,6.152097290782918e-06,0.0005188295617699623,0.0005235536955296993
VA_f_0,cupy_shfl,131072,1717987,16,random,0.0006160070188343525,4.641422798557047e-06,0.0006143231876194477,0.0006179101765155792
VA_f_0,dace_normal,131072,1717987,16,random,0.0007034095469862223,2.1114530125308446e-05,0.0006969659589231014,0.0007120056543499231
VA_f_0,dace_strided,131072,1717987,16,random,0.00047021452337503433,1.825195927983153e-05,0.0004654768854379654,0.0004802537150681019
GAT_f_1,cupy,131072,1717987,16,random,0.00027072057127952576,6.002671794104109e-06,0.00026982882991433144,0.0002760917413979769
GAT_f_1,dace_normal,131072,1717987,16,random,0.00021424703299999237,1.7868244773055234e-05,0.0002129250206053257,0.0002172968816012144
GAT_f_1,dace_strided,131072,1717987,16,random,0.00030099647119641304,1.3835128537361855e-05,0.00029655639082193375,0.0003076368011534214
GAT_f_2,cupy,131072,1717987,16,random,0.00020180456340312958,5.113077273147525e-06,0.0002010180614888668,0.00020470889285206795
GAT_f_2,dace_normal,131072,1717987,16,random,0.00015972135588526726,1.5991769198901452e-05,0.00015697837807238102,0.0001646855380386114
GAT_f_2,dace_strided,131072,1717987,16,random,0.0002361084334552288,1.6699179312351965e-05,0.00023130723275244236,0.00024015503004193306
GAT_b_0,cupy,131072,1717987,16,random,0.0005868715234100819,5.412650539738295e-06,0.0005859252996742725,0.0005892436020076275
GAT_b_0,cupy_shfl,131072,1717987,16,random,0.0007545929402112961,5.665484623905605e-06,0.0007532760500907898,0.0007585873827338219
GAT_b_0,dace_normal,131072,1717987,16,random,0.0006625677924603224,2.2305830178214575e-05,0.0006491281092166901,0.0006673040043096989
GAT_b_0,dace_strided,131072,1717987,16,random,0.000572574557736516,1.543822214178569e-05,0.0005695746629498899,0.0005780481733381748
GAT_b_1,cupy,131072,1717987,16,random,0.0003665259573608637,5.674535677161318e-06,0.00036584465997293594,0.0003699343651533127
GAT_b_1,dace_normal,131072,1717987,16,random,0.00034106126986443996,1.5436410863027634e-05,0.0003371681086719036,0.00034619332291185856
GAT_b_1,dace_strided,131072,1717987,16,random,0.00040528993122279644,1.7361837771929942e-05,0.0004042629152536392,0.0004223841242492199
AGNN_f_0,cupy,131072,1717987,16,random,0.0004646724555641413,6.208267703631631e-06,0.00046363193541765213,0.00046754074865020814
