model,nodes,vertices,features,time,exp_type,density
gat,1,131072,128,2.303,GAT_THIS_WORK,0.0001
gat,1,131072,128,2.414989709854126,GAT_GAT_DIST,
gat,1,131072,128,2.4693610668182373,GAT_DIST_SAMPLE,0.01
gat,1,131072,128,3.61916708946228,GAT_GAT_DIST_SAMPLE,
gat,1,131072,128,4.682,GAT_THIS_WORK,0.001
gat,1,131072,128,4.689,GAT_THIS_WORK,0.001
gat,1,131072,16,0.2907049655914306,GAT_DIST,0.0001
gat,1,131072,16,0.2952308654785156,GAT_NORM,
gat,1,131072,16,0.297,GAT_THIS_WORK,0.0001
gat,1,131072,16,0.299,GAT_THIS_WORK,0.0001
gat,1,131072,16,0.3425838947296142,GAT_DIST,0.001
gat,1,131072,16,0.428199291229248,GAT_DIST,
gat,1,131072,16,1.265,GAT_THIS_WORK,0.001
gat,1,131072,16,1.2695446014404297,GAT_DIST_SAMPLE,0.0001
gat,1,131072,16,1.293,GAT_THIS_WORK,0.001
gat,1,131072,16,2.041424036026001,GAT_DIST_SAMPLE,0.001
gat,1,131072,16,3.411506175994873,GAT_DIST_SAMPLE,
gat,1,131072,16,8.016,GAT_THIS_WORK,0.01
gat,1,131072,16,8.045,GAT_THIS_WORK,0.01
gat,1,131072,16,8.053,GAT_THIS_WORK,0.01
gat,1,2097152,128,151.494,GAT_THIS_WORK,0.0001
gat,1,2097152,16,216.20161485672,GAT_DIST_SAMPLE,
gat,1,2097152,16,23.254249572753903,GAT_DIST,
gat,1,2097152,16,52.809,GAT_THIS_WORK,0.0001
gat,1,262144,128,16.382,GAT_THIS_WORK,0.001
gat,1,262144,128,3.517848014831543,GAT_DIST,0.0001
gat,1,262144,128,4.350182056427002,GAT_DIST_SAMPLE,0.0001
gat,1,262144,128,4.569085597991943,GAT_DIST,0.001
gat,1,262144,128,5.362,GAT_THIS_WORK,0.0001
gat,1,262144,128,5.395637035369873,GAT_DIST,0.01
gat,1,262144,128,5.888314962387085,GAT_DIST_SAMPLE,0.001
gat,1,262144,128,7.324580907821655,GAT_DIST_SAMPLE,0.01
gat,1,262144,16,0.817,GAT_THIS_WORK,0.0001
gat,1,262144,16,1.225435733795166,GAT_DIST,
