2023-04-07 06:49:16.315226,agnn,1,131072,128,0.001,0.19298338890075684,DIST,16384
2023-04-07 06:49:16.315226,agnn,1,131072,128,0.001,1.708672046661377,DIST_SAMPLE,16384
2023-04-07 06:49:45.405435,gat,1,131072,128,0.001,1.6441445350646973,DIST,16384
2023-04-07 06:49:45.405435,gat,1,131072,128,0.001,2.1774587631225586,DIST_SAMPLE,16384
2023-04-07 06:48:41.405479,va,1,131072,128,0.001,0.16022372245788574,DIST,16384
2023-04-07 06:48:41.405479,va,1,131072,128,0.001,1.6206061840057373,DIST_SAMPLE,16384
2023-04-07 06:49:28.885952,agnn,1,262144,128,0.0001,0.41373395919799805,DIST,16384
2023-04-07 06:49:28.885952,agnn,1,262144,128,0.0001,3.5346519947052,DIST_SAMPLE,16384
2023-04-07 06:50:20.138490,gat,1,262144,128,0.0001,3.517848014831543,DIST,16384
2023-04-07 06:50:20.138490,gat,1,262144,128,0.0001,4.350182056427002,DIST_SAMPLE,16384
2023-04-07 06:48:50.878081,va,1,262144,128,0.0001,0.33629775047302246,DIST,16384
2023-04-07 06:48:50.878081,va,1,262144,128,0.0001,3.391486406326294,DIST_SAMPLE,16384
2023-04-07 06:49:22.515730,agnn,1,131072,128,0.01,0.2274470329284668,DIST,16384
2023-04-07 06:49:22.515730,agnn,1,131072,128,0.01,2.1475229263305664,DIST_SAMPLE,16384
2023-04-07 06:50:04.568207,gat,1,131072,128,0.01,1.8880589008331299,DIST,16384
2023-04-07 06:50:04.568207,gat,1,131072,128,0.01,2.4693610668182373,DIST_SAMPLE,16384
2023-04-07 06:48:46.827585,va,1,131072,128,0.01,0.1864931583404541,DIST,16384
2023-04-07 06:48:46.827585,va,1,131072,128,0.01,2.1763992309570312,DIST_SAMPLE,16384
2023-04-07 06:53:26.426182,agnn,1,524288,128,0.001,1.5265462398529053,DIST,16384
2023-04-07 06:53:26.426182,agnn,1,524288,128,0.001,15.489681482315063,DIST_SAMPLE,16384
2023-04-07 06:55:43.712336,gat,1,524288,128,0.001,12.921324491500854,DIST,16384
2023-04-07 06:55:43.712336,gat,1,524288,128,0.001,16.936429977416992,DIST_SAMPLE,16384
2023-04-07 06:50:56.581227,va,1,524288,128,0.001,1.2342870235443115,DIST,16384
2023-04-07 06:50:56.581227,va,1,524288,128,0.001,15.533804416656494,DIST_SAMPLE,16384
2023-04-07 06:52:48.150227,agnn,1,262144,128,0.01,0.6528069972991943,DIST,16384
2023-04-07 06:52:48.150227,agnn,1,262144,128,0.01,6.608523368835449,DIST_SAMPLE,16384
2023-04-07 06:55:04.845045,gat,1,262144,128,0.01,5.395637035369873,DIST,16384
2023-04-07 06:55:04.845045,gat,1,262144,128,0.01,7.324580907821655,DIST_SAMPLE,16384
2023-04-07 06:50:11.950962,va,1,262144,128,0.01,0.5219066143035889,DIST,16384
2023-04-07 06:50:11.950962,va,1,262144,128,0.01,6.713669538497925,DIST_SAMPLE,16384
2023-04-07 06:50:48.586327,agnn,1,524288,128,0.0001,1.1643362045288086,DIST,16384
2023-04-07 06:50:48.586327,agnn,1,524288,128,0.0001,10.197913646697998,DIST_SAMPLE,16384
2023-04-07 06:52:50.600721,gat,1,524288,128,0.0001,9.92596173286438,DIST,16384
2023-04-07 06:52:50.600721,gat,1,524288,128,0.0001,11.273427724838257,DIST_SAMPLE,16384
2023-04-07 06:49:25.907068,va,1,524288,128,0.0001,0.947282075881958,DIST,16384
2023-04-07 06:49:25.907068,va,1,524288,128,0.0001,10.225034713745117,DIST_SAMPLE,16384
2023-04-07 06:49:49.052409,agnn,1,262144,128,0.001,0.5395617485046387,DIST,16384
2023-04-07 06:49:49.052409,agnn,1,262144,128,0.001,5.0216240882873535,DIST_SAMPLE,16384
2023-04-07 06:52:15.616533,gat,1,262144,128,0.001,4.569085597991943,DIST,16384
2023-04-07 06:52:15.616533,gat,1,262144,128,0.001,5.888314962387085,DIST_SAMPLE,16384
2023-04-07 06:49:00.474585,va,1,262144,128,0.001,0.4411964416503906,DIST,16384
2023-04-07 06:49:00.474585,va,1,262144,128,0.001,5.035903215408325,DIST_SAMPLE,16384
