2022-10-28 18:53:34.239884,va,dgl,4,"(262144, 128, 128, 0.01)",86.40925669670105
2022-10-28 18:55:02.868907,va,dgl,4,"(262144, 128, 128, 0.01)",88.62895655632019
2022-10-28 18:58:41.278958,agnn,dgl,4,"(262144, 128, 128, 0.01)",91.04600858688354
2022-10-28 19:00:11.339849,agnn,dgl,4,"(262144, 128, 128, 0.01)",90.06405925750732
2022-10-28 18:47:45.892893,gcn,dgl,4,"(262144, 128, 128, 0.01)",85.01082801818848
2022-10-28 18:50:03.420620,gcn,dgl,4,"(262144, 128, 128, 0.01)",137.5322847366333
2022-10-28 19:08:08.108484,gat,dgl,4,"(262144, 128, 128, 0.01)",214.99972438812256
2022-10-28 19:11:44.598336,gat,dgl,4,"(262144, 128, 128, 0.01)",216.4913215637207
2022-10-28 18:41:05.985764,gat,dgl,1,"(131072, 128, 128, 0.01)",58.70426535606384
2022-10-28 18:42:04.715785,gat,dgl,1,"(131072, 128, 128, 0.01)",58.72994899749756
2022-10-28 18:33:37.998796,gcn,dgl,1,"(131072, 128, 128, 0.01)",30.570764541625977
2022-10-28 18:34:08.936055,gcn,dgl,1,"(131072, 128, 128, 0.01)",30.93718934059143
2022-10-28 18:38:01.018845,agnn,dgl,1,"(131072, 128, 128, 0.01)",33.82680892944336
2022-10-28 18:38:34.725123,agnn,dgl,1,"(131072, 128, 128, 0.01)",33.706207275390625
2022-10-28 18:35:46.270600,va,dgl,1,"(131072, 128, 128, 0.01)",31.474143743515015
2022-10-28 18:36:18.257720,va,dgl,1,"(131072, 128, 128, 0.01)",31.987054109573364
2022-10-28 18:54:56.831213,gat,dgl,1,"(1048576, 128, 128, 0.0001)",193.892258644104
2022-10-28 18:58:10.779102,gat,dgl,1,"(1048576, 128, 128, 0.0001)",193.94780611991882
2022-10-28 18:35:41.266421,gcn,dgl,1,"(1048576, 128, 128, 0.0001)",85.82112693786621
2022-10-28 18:37:07.905103,gcn,dgl,1,"(1048576, 128, 128, 0.0001)",86.63860845565796
2022-10-28 18:46:09.081100,agnn,dgl,1,"(1048576, 128, 128, 0.0001)",95.0108995437622
2022-10-28 18:47:44.144675,agnn,dgl,1,"(1048576, 128, 128, 0.0001)",95.06349301338196
2022-10-28 18:40:49.675307,va,dgl,1,"(1048576, 128, 128, 0.0001)",89.49480867385864
2022-10-28 18:42:18.594731,va,dgl,1,"(1048576, 128, 128, 0.0001)",88.91933917999268
2022-10-28 18:44:48.956423,gcn,dgl,32,"(1048576, 128, 128, 0.0001)",26.35227370262146
2022-10-28 18:45:16.132495,gcn,dgl,32,"(1048576, 128, 128, 0.0001)",27.178789138793945
2022-10-28 18:53:16.499116,gat,dgl,32,"(1048576, 128, 128, 0.0001)",53.93916177749634
2022-10-28 18:54:10.999200,gat,dgl,32,"(1048576, 128, 128, 0.0001)",54.505802631378174
2022-10-28 18:46:41.164008,va,dgl,32,"(1048576, 128, 128, 0.0001)",26.058326721191406
2022-10-28 18:47:07.665130,va,dgl,32,"(1048576, 128, 128, 0.0001)",26.504196405410767
2022-10-28 18:48:34.818892,agnn,dgl,32,"(1048576, 128, 128, 0.0001)",27.341453552246094
2022-10-28 18:50:57.166731,agnn,dgl,32,"(1048576, 128, 128, 0.0001)",142.35240292549133
2022-10-28 18:32:07.457449,gcn,dgl,16,"(1048576, 128, 128, 0.0001)",28.26836109161377
2022-10-28 18:32:36.274872,gcn,dgl,16,"(1048576, 128, 128, 0.0001)",28.821831464767456
2022-10-28 18:34:00.359223,va,dgl,16,"(1048576, 128, 128, 0.0001)",29.21236252784729
2022-10-28 18:34:30.506684,va,dgl,16,"(1048576, 128, 128, 0.0001)",30.149176836013794
2022-10-28 18:36:00.013349,agnn,dgl,16,"(1048576, 128, 128, 0.0001)",32.10573720932007
2022-10-28 18:36:30.778165,agnn,dgl,16,"(1048576, 128, 128, 0.0001)",30.767432928085327
2022-10-28 18:39:34.502510,gat,dgl,16,"(1048576, 128, 128, 0.0001)",79.95857262611389
2022-10-28 18:40:51.882242,gat,dgl,16,"(1048576, 128, 128, 0.0001)",77.39058995246887
2022-10-28 18:34:37.704691,gcn,dgl,32,"(262144, 128, 128, 0.01)",14.128943681716919
